order_id,customer_id,product_id,quantity,order_date,status
1289,26,121,2.0,2024-04-08,Shipped
1290,47,111,1.0,2024-06-01,Shipped
1291,121,108,1.0,2024-12-14,Completed
1292,56,111,1.0,2024-12-03,Processing
1293,94,104,1.0,2024-07-12,
1294,107,117,1.0,2024-11-05,Completed
1295,63,107,2.0,2024-06-11,Completed
1296,48,108,3.0,2024-07-26,Cancelled
1297,61,103,1.0,2024-06-17,
1298,81,122,2.0,2024-06-09,Completed
1299,26,102,2.0,2024-03-08,Completed
1300,36,123,1.0,2024-10-15,Completed
1301,1,115,3.0,2024-10-03,Processing
1302,8,124,1.0,2024-10-30,Shipped
1303,113,122,3.0,2024-05-14,Cancelled
1304,99,122,1.0,2024-07-13,Completed
1305,47,105,3.0,2024-05-07,Completed
1306,127,124,1.0,2024-02-02,Completed
1307,56,101,1.0,2024-06-24,Cancelled
1308,14,104,1.0,2024-01-22,Completed
1309,28,115,1.0,2024-08-25,Processing
1310,78,120,2.0,2024-06-06,Completed
1311,130,119,1.0,2024-02-07,Completed
1312,109,103,1.0,2024-08-17,Completed
1313,14,120,2.0,2024-12-30,Processing
1314,56,111,1.0,2024-02-20,Completed
1315,115,117,1.0,2024-09-20,Cancelled
1316,7,113,3.0,2024-10-09,Shipped
1317,3,111,,2024-01-27,Processing
1318,111,102,3.0,2024-08-13,Completed
1319,107,109,1.0,2024-10-03,Shipped
1320,18,102,1.0,2024-10-12,Completed
1321,38,121,1.0,2024-04-06,Completed
1322,115,109,2.0,2024-10-10,Completed
1323,15,109,1.0,2024-11-12,Completed
1324,119,108,2.0,2024-10-30,Completed
1325,28,117,3.0,2024-05-26,Completed
1326,39,101,2.0,2024-01-04,Processing
1327,17,125,3.0,2024-02-04,Completed
1328,86,111,1.0,2024-07-10,Cancelled
1329,126,108,1.0,2024-02-18,Completed
1330,44,110,2.0,2024-01-17,Shipped
1331,25,125,2.0,2024-06-20,Completed
1332,145,107,3.0,2024-08-07,Completed
1333,13,103,1.0,2024-06-06,Completed
1334,25,103,3.0,2024-02-15,Completed
1335,68,118,1.0,2024-01-06,Shipped
1336,138,105,1.0,2024-04-08,Completed
1337,67,112,1.0,2024-08-20,Completed
1338,109,112,2.0,2024-02-06,Shipped
1339,146,119,1.0,2024-10-06,Processing
1340,111,106,3.0,2024-12-14,Completed
1341,111,102,1.0,2024-10-28,Completed
1342,34,112,1.0,2024-06-29,Processing
1343,111,119,3.0,2024-04-04,Completed
1344,8,105,2.0,2024-04-08,Shipped
1345,113,112,2.0,2024-07-06,Completed
1346,83,117,2.0,2024-04-25,Completed
1347,42,117,1.0,2024-07-09,Processing
1348,101,110,2.0,2024-09-09,Processing
1349,6,125,1.0,2024-06-09,Completed
1350,26,123,1.0,2024-09-12,Cancelled
1351,64,117,1.0,2024-11-18,Completed
1352,59,115,3.0,2024-05-07,Completed
1353,109,112,2.0,2024-01-18,Processing
1354,121,116,2.0,2024-10-07,Completed
1355,33,124,2.0,2024-08-10,Completed
1356,150,119,,2024-02-23,Completed
1357,21,108,1.0,2024-02-27,Cancelled
1358,70,121,2.0,2024-11-18,
1359,112,117,1.0,2024-12-25,Completed
1360,4,123,3.0,2024-06-22,Processing
1361,94,105,1.0,2024-10-06,Completed
1362,75,122,1.0,2024-04-23,Completed
1363,62,116,3.0,2024-10-14,Completed
1364,94,106,2.0,2024-12-07,Shipped
1365,95,108,1.0,2024-05-30,Shipped
1366,55,125,1.0,2024-05-06,Shipped
1367,137,118,1.0,2024-06-03,Cancelled
1368,131,125,2.0,2024-09-29,Cancelled
1369,31,112,1.0,2024-04-13,Completed
1370,40,115,1.0,2024-10-25,Cancelled
1371,36,109,1.0,2024-09-02,Completed
1372,6,113,2.0,2024-06-24,Processing
1373,66,115,2.0,2024-02-08,Processing
1374,75,110,3.0,2024-06-18,Completed
1375,4,116,1.0,2024-09-03,Cancelled
1376,79,107,2.0,2024-01-26,Completed
1377,134,117,1.0,2024-12-20,Completed
1378,118,123,3.0,2024-11-01,Completed
1379,113,121,2.0,2024-01-13,Completed
1380,94,122,1.0,2024-11-11,Completed
1381,62,107,2.0,2024-11-08,Processing
1382,79,114,2.0,2024-02-05,Shipped
1383,136,115,2.0,2024-06-21,Cancelled
1384,26,121,2.0,2024-01-20,Completed
1385,44,107,2.0,2024-11-16,Completed
1386,133,109,2.0,2024-09-20,Processing
1387,70,119,3.0,2024-05-21,Shipped
1388,118,116,2.0,2024-05-22,Completed
1389,68,108,2.0,2024-04-01,Completed
1390,19,118,1.0,2024-12-19,Completed
1391,20,123,1.0,2024-11-17,Completed
1392,113,118,1.0,2024-10-14,Processing
1393,140,120,1.0,2024-08-02,Shipped
1394,47,107,2.0,2024-12-07,Completed
1395,1,103,1.0,2024-02-20,Processing
1396,90,118,2.0,2024-06-01,Processing
1397,142,110,1.0,2024-07-04,Completed
1398,64,107,2.0,2024-03-03,Cancelled
1399,38,117,1.0,2024-07-08,Completed
1400,37,114,1.0,2024-05-04,Shipped
1401,126,124,2.0,2024-05-29,Completed
1402,139,103,3.0,2024-11-09,Processing
1403,100,112,1.0,2024-02-27,Completed
1404,77,113,1.0,2024-12-07,Completed
1405,3,102,1.0,2024-10-31,Shipped
1406,134,103,1.0,2024-06-28,Processing
1407,10,105,3.0,2024-06-18,Completed
1408,5,111,2.0,2024-11-21,Completed
1409,138,108,2.0,2024-09-27,Cancelled
1410,130,123,1.0,2024-02-23,Completed
1411,13,123,2.0,2024-04-10,Shipped
1412,130,112,1.0,2024-09-20,Completed
1413,84,107,2.0,2024-02-22,Completed
1414,65,115,1.0,2024-02-29,Shipped
1415,63,124,1.0,2024-04-17,Completed
1416,101,117,1.0,2024-01-05,Completed
1417,73,104,2.0,2024-04-12,Completed
1418,17,122,3.0,2024-07-14,Completed
1419,9,125,1.0,2024-09-18,Completed
1420,143,113,2.0,2024-12-30,Completed
1421,38,118,3.0,2024-12-15,Completed
1422,94,101,3.0,2024-02-16,Completed
1423,95,116,1.0,2024-12-20,Processing
1424,49,113,2.0,2024-11-06,Cancelled
1425,69,110,2.0,2024-11-03,Completed
1426,62,112,3.0,2024-05-23,Completed
1427,78,102,2.0,2024-09-25,Completed
1428,117,123,1.0,2024-05-03,Cancelled
1429,120,103,3.0,2024-04-15,Processing
1430,137,110,3.0,2024-06-06,Completed
1431,76,102,2.0,2024-05-26,Processing
1432,35,123,2.0,2024-05-24,Completed
1433,1,113,3.0,2024-04-29,Cancelled
1434,40,113,1.0,2024-11-14,Processing
1435,64,118,2.0,2024-10-01,Completed
1436,150,103,1.0,2024-04-01,Shipped
1437,60,107,3.0,2024-02-27,Completed
1438,64,114,1.0,2024-12-11,Completed
1439,93,120,1.0,2024-08-16,Completed
1440,72,117,1.0,2024-04-26,Cancelled
1441,11,121,1.0,2024-11-13,Completed
1442,105,112,2.0,2024-10-05,Completed
1443,14,125,1.0,2024-05-06,Processing
1444,60,116,1.0,2024-05-08,Completed
1445,30,124,2.0,2024-02-27,Shipped
1446,35,112,2.0,2024-05-01,Completed
1447,5,115,1.0,2024-01-01,Processing
1448,83,125,,2024-08-26,Completed
1449,123,110,2.0,2024-10-16,Processing
1450,78,125,2.0,2024-04-05,Processing
1451,62,107,1.0,2024-05-05,Processing
1452,132,120,1.0,2024-04-27,Completed
1453,89,105,1.0,2024-02-17,Cancelled
1454,42,101,3.0,2024-03-29,Completed
1455,89,117,3.0,2024-08-24,Processing
1456,146,103,1.0,2024-09-28,Completed
1457,40,113,2.0,2024-07-07,Cancelled
1458,72,114,1.0,2024-07-10,Shipped
1459,39,124,2.0,2024-03-09,Completed
1460,104,118,,2024-10-04,Completed
1461,14,104,1.0,2024-12-14,Completed
1462,32,118,1.0,2024-09-03,
1463,125,105,2.0,2024-03-16,Completed
1464,97,125,2.0,2024-06-02,Completed
1465,23,116,1.0,2024-05-23,Processing
1466,63,101,2.0,2024-03-26,Completed
1467,143,121,1.0,2024-07-03,Completed
1468,145,114,1.0,2024-10-11,Completed
1469,53,115,3.0,2024-08-07,Completed
1470,104,109,2.0,2024-03-09,Completed
1471,104,115,2.0,2024-02-16,Completed
1472,39,117,1.0,2024-04-03,Shipped
1473,134,125,1.0,2024-08-25,Processing
1474,67,124,2.0,2024-07-22,
1475,135,104,2.0,2024-08-05,Completed
1476,42,112,2.0,2024-12-06,Cancelled
1477,15,105,2.0,2024-02-08,Processing
1478,111,105,1.0,2024-04-09,Completed
1479,33,111,1.0,2024-10-15,Processing
1480,38,106,2.0,2024-09-10,Processing
1481,97,107,2.0,2024-08-09,Processing
1482,33,124,3.0,2024-12-22,Shipped
1483,86,114,2.0,2024-01-23,Completed
1484,66,124,1.0,2024-09-06,Completed
1485,10,111,2.0,2024-01-10,Completed
1486,5,113,2.0,2024-09-02,Completed
1487,123,102,1.0,2024-11-20,Processing
1488,74,125,3.0,2024-04-09,Completed
1489,97,107,1.0,2024-10-16,Shipped
1490,118,120,1.0,2024-06-28,Shipped
1491,38,104,2.0,2024-08-10,Completed
1492,141,108,2.0,2024-09-06,Shipped
1493,47,120,1.0,2024-05-26,Completed
1494,109,122,2.0,2024-04-05,Completed
1495,15,121,1.0,2024-09-13,Completed
1496,136,119,1.0,2024-11-20,Cancelled
1497,5,113,3.0,2024-01-04,Completed
1498,47,114,2.0,2024-01-16,Shipped
1499,68,110,2.0,2024-10-06,Completed
1500,76,111,1.0,2024-12-01,Completed
1233,30,108,2.0,2024-05-23,Completed
1013,44,106,1.0,2024-04-09,Processing
1096,109,117,3.0,2024-12-10,Completed
1250,69,118,3.0,2024-02-08,Completed
1170,30,103,1.0,2024-11-26,Cancelled
1455,89,117,3.0,2024-08-24,Processing
1071,123,125,3.0,2024-02-13,Shipped
1229,38,119,3.0,2024-11-20,Completed
1352,59,115,3.0,2024-05-07,Completed
1282,12,122,3.0,2024-03-15,Completed
