Ship_ID,Sensor_Alpha,Sensor_Beta,Zone,Last_Service_Date,Error_Log,Random_Noise,Maintenance_Needed
SHP-0065,53.715986959764734,1090.1847527693512,Sector_B,2024-08-18,None,0.652788116802418,0
SHP-0066,50.31545855750391,178.02294730035922,Sector_B,2024-03-24,None,0.7663307389780144,1
SHP-0067,43.83723697838759,1248.1709856360849,Sector_D,2024-09-15,None,0.8190371479169329,0
SHP-0068,34.47206601602373,3917.385437905815,Sector_A,2024-01-31,None,0.14829156672279764,1
SHP-0069,40.222453978882164,817.6812835006932,Sector_A,2024-09-16,None,0.7517991995341146,0
SHP-0070,50.61793344354277,145.9143987067033,Sector_C,2024-10-15,None,0.4727209644761837,0
SHP-0071,57.282771072358074,354.20944269151,Sector_D,2024-08-30,Warning: High Temp,0.01641846380580758,0
SHP-0072,51.95791095965202,173.3075681878911,Sector_B,2024-11-24,None,0.9496318697939459,1
SHP-0073,52.4967286017273,2962.5956635915704,Sector_C,2024-06-01,None,0.24182998962101843,1
SHP-0074,74.92093018242711,471.3286647545602,Sector_B,2024-06-25,Error: Pressure Drop,0.9233097549863025,0
SHP-0075,58.749387310802504,465.9743744552502,Sector_D,2024-09-28,None,0.35825237479845995,0
SHP-0076,58.944564425443694,91.87959130762673,Sector_A,2024-01-28,None,0.7643264016236974,0
SHP-0077,33.840872165286044,50.40341995320553,Sector_C,2024-04-21,None,0.01605602359575875,0
SHP-0078,47.282402179374515,1513.6661799444773,Sector_B,2024-05-28,Error: Pressure Drop,0.3152763440810803,0
SHP-0079,41.594018423232306,296.090940042816,Sector_D,2024-09-28,None,0.14395168709720285,0
SHP-0080,85.19748949535389,3166.1067075049414,Sector_C,2024-12-24,Error: Pressure Drop,0.007879511756519575,1
SHP-0081,35.85793769983149,3542.31095876795,Sector_D,2024-03-22,None,0.5668516418697904,0
SHP-0082,60.771672280796366,1007.1152357368243,Sector_C,2024-06-09,None,0.6218622805988211,1
SHP-0083,59.97768985335318,869.7012861354232,Sector_D,2024-06-04,None,0.9524305337060387,1
SHP-0084,54.59420901246755,552.6729634079044,Sector_B,2024-09-06,Warning: High Temp,0.7434469850443379,0
SHP-0085,52.32553023262083,1743.0356420705198,Sector_D,2024-08-10,Warning: High Temp,0.1387248675897257,1
SHP-0086,65.20232927920993,1231.9339576887814,Sector_B,2024-09-09,Warning: High Temp,0.810187803487885,1
SHP-0087,55.79051105853757,53.42758218432542,Sector_B,2024-07-28,None,0.015076831471645069,0
SHP-0088,52.39395607801399,465.2907842200871,Sector_A,2024-10-14,None,0.5934382906590223,1
SHP-0089,44.4758151208767,949.5859384611952,Sector_B,2024-12-26,Error: Pressure Drop,0.33802590971778945,1
SHP-0090,50.65721747822856,3203.3047613924846,Sector_D,2024-04-14,None,0.7290818278540954,1
SHP-0091,34.577644459865766,271.9219239977321,Sector_A,2024-04-09,Error: Pressure Drop,0.33563504397443933,1
SHP-0092,37.51012952203973,59.763982599777314,Sector_B,2024-06-27,Warning: High Temp,0.9819241683613499,1
SHP-0093,57.936408483412485,767.5783678482295,Sector_C,2024-07-03,None,0.18316255428738693,1
SHP-0094,70.93701747730152,211.6227095807404,Sector_B,2024-12-17,None,0.7312579910184812,1
SHP-0095,16.470526368410976,136.9104891682747,Sector_C,2024-05-09,None,0.612493521740732,0
SHP-0096,52.86337516633339,218.42059323175772,Sector_D,2024-07-01,None,0.7893073353050936,1
SHP-0097,51.43044476786077,948.4941574224265,Sector_A,2024-12-30,Error: Pressure Drop,0.7998488578647722,0
SHP-0098,46.00807098217457,162.9767686242246,Sector_D,2024-11-27,None,0.9312093215213437,1
SHP-0099,50.24692153517857,671.7635400054953,Sector_A,2024-06-08,None,0.8249808274980662,0
SHP-0100,46.67469650446788,2557.2298633812056,Sector_A,2024-04-09,None,0.7969389402879092,1
SHP-0101,48.43726277838823,1552.4876109113277,Sector_C,2024-04-07,None,0.6187093741626895,0
SHP-0102,57.52729860900025,1165.0522776017406,Sector_D,2024-08-04,None,0.04346833437190201,0
SHP-0103,63.535020265209475,175.57680768422415,Sector_A,2024-11-30,None,0.14920176529778073,1
SHP-0104,64.22359370289915,1255.5526046184823,Sector_B,2025-01-01,Warning: High Temp,0.26304725998603085,1
SHP-0105,70.59079412059783,330.96664776517787,Sector_B,2024-09-22,Error: Pressure Drop,0.17840163164415634,0
SHP-0106,42.39578483407843,788.5458201168409,Sector_A,2024-08-09,None,0.9667314636971784,1
SHP-0107,52.4315155548301,82.90274285567017,Sector_C,2024-02-22,None,0.3357087854191978,0
SHP-0108,55.22613806825943,922.5103291177965,Sector_B,2024-08-26,Error: Pressure Drop,0.5369226127586076,1
SHP-0109,63.373103670853844,3253.6229252459916,Sector_D,2024-03-05,None,0.8024038515525049,0
SHP-0110,43.1518050882179,3324.4539148243266,Sector_B,2024-11-22,Error: Pressure Drop,0.014742726284762475,0
SHP-0111,39.15805863125073,764.2093515267363,Sector_C,2024-10-18,None,0.6723339381636377,1
SHP-0112,46.87684640880388,638.814523601936,Sector_B,2024-05-29,None,0.16525995514002423,0
SHP-0113,35.84812737585359,3476.9839127169994,Sector_C,2024-12-25,Error: Pressure Drop,0.26139226859290743,0
SHP-0114,67.20243908070415,453.84121014319527,Sector_C,2024-12-03,Warning: High Temp,0.9519370691238799,1
SHP-0115,54.51503307319411,755.8505509163317,Sector_B,2024-07-19,Warning: High Temp,0.7059348591562538,1
SHP-0116,62.58529681824659,3993.421277091268,Sector_C,2024-03-29,Warning: High Temp,0.26232579135482226,1
SHP-0117,63.03598214902429,2659.113876952238,Sector_B,2024-07-27,None,0.8551472876363566,1
SHP-0118,35.39315028144679,125.83475019704493,Sector_C,2024-02-02,Warning: High Temp,0.19935690922645455,0
SHP-0119,39.30293938357465,120.53202688034547,Sector_B,2024-11-21,Error: Pressure Drop,0.25812973968594033,1
SHP-0120,49.33176958748181,1876.6151570928453,Sector_D,2024-10-08,None,0.7514004252023069,0
SHP-0121,54.62000298051927,1628.1603605334533,Sector_B,2024-12-15,None,0.30121309784715233,1
SHP-0122,62.89611004791301,2282.9159320711783,Sector_D,2024-06-23,None,0.4139398235141821,0
SHP-0123,46.79424557431483,2129.525391608763,Sector_D,2024-05-14,Error: Pressure Drop,0.34087469632772815,0
SHP-0124,37.30826246631874,157.24230512737006,Sector_B,2024-02-07,Warning: High Temp,0.46943634224969955,1
SHP-0125,48.385104136244344,0.287701535891455,Sector_D,2024-02-20,None,0.4683514347987826,0
SHP-0126,50.40974567840408,54.62442964729898,Sector_A,2024-12-16,None,0.30248767457898307,1
SHP-0127,34.719504056946036,695.4382539196852,Sector_B,2024-06-07,None,0.4259309538857069,1
SHP-0128,53.73188440403819,1293.8556034475657,Sector_A,2024-04-02,None,0.0799487229579744,1
SHP-0129,41.45833856862227,63.87263546836021,Sector_D,2024-12-11,None,0.24668640719120782,1
SHP-0130,47.46190259970384,129.42848193391964,Sector_D,2024-12-24,None,0.24140929555407387,0
SHP-0131,68.54770962659936,231.7325609641978,Sector_D,2024-01-28,None,0.9737656897359807,0
SHP-0132,63.991589648011235,68.26446646236288,Sector_C,2024-03-15,None,0.7373353602753377,0
SHP-0133,54.227242966876574,410.564582382609,Sector_B,2024-11-16,None,0.3282247256029882,1
SHP-0134,59.71943965509631,916.825183010003,Sector_B,2024-09-01,None,0.7245993587756142,1
SHP-0135,56.92989574565972,602.4582515655025,Sector_D,2024-12-16,Warning: High Temp,0.9228777884102084,1
SHP-0136,51.70752712766189,128.16853816152076,Sector_C,2024-09-13,None,0.2256660520801852,1
SHP-0137,75.15264765215454,61.1480870376682,Sector_D,2024-05-29,None,0.7131096129979685,0
SHP-0138,61.88706767292407,583.6434924465862,Sector_C,2024-05-25,None,0.9923366644015736,0
SHP-0139,62.50594228202565,118.43431663408442,Sector_C,2024-09-09,Warning: High Temp,0.34371479874222655,0
SHP-0140,66.22101531782019,113.70396811762649,Sector_A,2024-07-06,Warning: High Temp,0.9667485721231742,1
SHP-0141,39.92765269810462,25.623548530118374,Sector_B,2024-06-03,Warning: High Temp,0.13584105415253,0
SHP-0142,49.674706889356436,2114.252541788673,Sector_C,2024-10-11,None,0.5514917386043093,1
SHP-0143,44.1050648283516,1165.1918370875621,Sector_C,2024-03-05,None,0.9375104480826356,1
SHP-0144,44.29583004705591,1038.3383782468218,Sector_D,2024-11-20,None,0.6023574187658762,0
SHP-0145,32.82725290716701,424.2237994491072,Sector_D,2024-03-01,None,0.4754897512247108,1
SHP-0146,40.748103255758984,360.66205085710425,Sector_C,2024-03-24,None,0.4235260522398049,1
SHP-0147,44.633944838071216,1565.0687907452404,Sector_C,2024-05-27,None,0.2841984779049965,0
SHP-0148,32.05550945168561,140.4503075247257,Sector_B,2024-07-18,Error: Pressure Drop,0.32894873383664636,0
SHP-0149,39.36584311690426,292.26384763605915,Sector_B,2024-02-26,Error: Pressure Drop,0.6701100710685876,0
SHP-0150,30.303073468367813,328.162872998098,Sector_D,2024-11-02,None,0.35395227168033494,0
SHP-0151,57.2920131890976,74.27333019170757,Sector_D,2024-02-05,Warning: High Temp,0.07010346335507389,1
SHP-0152,55.89570021347617,1017.7328113193028,Sector_B,2024-01-22,None,0.16474680161739041,0
SHP-0153,37.74153927959158,151.28999345148583,Sector_B,2024-09-02,None,0.18526483861507403,0
SHP-0154,46.87351424078339,2313.1089713663973,Sector_B,2024-05-17,None,0.5027733595148735,1
SHP-0155,57.26385940701809,603.942392654147,Sector_B,2024-06-02,Warning: High Temp,0.8232025440073376,0
SHP-0156,36.77210336294672,205.56961053340143,Sector_D,2024-04-21,None,0.5773707570362197,1
SHP-0157,40.82945276384958,1120.3683699125831,Sector_B,2024-12-03,Warning: High Temp,0.015563994397819081,1
SHP-0158,64.8014457020081,68.1548962635644,Sector_C,2024-02-07,Error: Pressure Drop,0.6666336526952656,0
SHP-0159,30.995188627978397,490.45437641177836,Sector_C,2024-08-19,None,0.5020317147805449,0
SHP-0160,46.947095428278935,1812.0882766075968,Sector_A,2024-06-15,Error: Pressure Drop,0.015206148566623612,1
SHP-0161,,278.17435901270176,Sector_D,2024-06-11,Error: Pressure Drop,0.377225720726331,1
SHP-0162,58.27856172817606,1041.8639827562677,Sector_B,2024-11-30,None,0.039046931504546856,1
SHP-0163,37.66798704730369,1835.752809307438,Sector_A,2024-04-29,None,0.7392880056837892,0
SHP-0164,74.15940892826373,1809.255381680353,Sector_D,2024-05-08,None,0.09021315458652068,1
SHP-0165,56.17090049319414,1040.3769849449086,Sector_A,2024-03-25,None,0.03751258036463301,0
SHP-0166,69.1620595766386,97.34828172927988,Sector_B,2024-08-17,None,0.8788324599601962,1
SHP-0167,67.4707296253368,2082.7350529774953,Sector_B,2024-06-22,None,0.8103668867966698,0
SHP-0168,48.77210887236373,572.3065715139002,Sector_A,2024-04-28,None,0.1986978416597569,0
SHP-0169,50.56897030905345,851.3185670375124,Sector_A,2024-01-12,Warning: High Temp,0.6142337520303358,0
SHP-0170,52.072966844854946,365.7361710372335,Sector_A,2024-11-05,None,0.9304642903349959,0
SHP-0171,33.03486716426726,665.76672909279,Sector_C,2024-08-14,Warning: High Temp,0.21544444782312722,0
SHP-0172,48.101108944561375,341.99683412116497,Sector_A,2024-11-28,Warning: High Temp,0.4865166598435178,1
SHP-0173,48.09065830822184,127.52167684249157,Sector_C,2024-12-28,None,0.49540072602539864,0
SHP-0174,32.603949340818296,29.6357555296953,Sector_C,2024-09-21,Warning: High Temp,0.9352743121270113,0
SHP-0175,56.363625163809765,334.14716044923466,Sector_D,2024-10-27,None,0.8517763441010997,0
SHP-0176,33.643851658346335,140.19174913836804,Sector_D,2024-09-01,Warning: High Temp,0.460509295342736,0
SHP-0177,44.00456511532111,45.298691865261446,Sector_B,2024-08-21,None,0.721948531685044,1
SHP-0178,57.43632761930667,2128.4994914361023,Sector_D,2024-09-05,Warning: High Temp,0.47667999281566964,0
SHP-0179,54.874131196060404,1018.0270897842103,Sector_B,2024-05-24,Warning: High Temp,0.1854481284588858,0
SHP-0180,68.2993505955774,228.4810101879362,Sector_C,2024-03-18,None,0.1991684781575077,0
SHP-0181,45.18211061124004,13.990040446101412,Sector_C,2024-12-25,Warning: High Temp,0.5367705012916595,0
SHP-0182,47.006664612153834,2222.0695171326943,Sector_A,2024-05-10,Error: Pressure Drop,0.8890217721706771,0
SHP-0183,47.71058141000561,1931.8574988263274,Sector_A,2024-04-30,None,0.8759963245517505,0
SHP-0184,56.852865742952595,459.6190910287468,Sector_C,2024-10-20,Warning: High Temp,0.011784005116010854,0
SHP-0185,49.40067281986756,22.066179853889178,Sector_C,2024-01-24,None,0.26311360252853655,1
SHP-0186,47.78462637805646,374.000386995776,Sector_D,2024-03-20,None,0.8644638841465943,0
SHP-0187,58.17458248427534,349.20806562397223,Sector_B,2024-05-20,None,0.715718887865587,0
SHP-0188,64.5995051827837,338.15890083683774,Sector_C,2024-10-20,None,0.41896834634915847,0
SHP-0189,53.871417340474785,12.217635319257193,Sector_C,2024-09-12,None,0.7929326571924795,1
SHP-0190,50.735697704403314,98.0799702932639,Sector_D,2024-01-20,Warning: High Temp,0.12753326493926154,1
SHP-0191,68.32551217814108,557.5283301374668,Sector_D,2025-01-01,None,0.24432902479788787,1
SHP-0192,44.510541079885236,2344.59317869554,Sector_B,2024-06-04,None,0.7349204920068433,1
SHP-0193,55.39356485137536,53.51541411897894,Sector_A,2024-06-07,Warning: High Temp,0.9599012420774296,0
SHP-0194,44.71186196315492,270.2413573627778,Sector_B,2024-04-03,Error: Pressure Drop,0.719394548639025,0
SHP-0195,43.73073829097847,1959.1107717899333,Sector_B,2024-03-08,None,0.11841916931664986,1
SHP-0196,53.902939452076524,791.3320699639997,Sector_B,2024-07-13,Warning: High Temp,0.9277381662647165,0
SHP-0197,54.737135823334924,4680.916682294023,Sector_C,2024-09-02,Warning: High Temp,0.09757641817010598,0
SHP-0198,27.766677026775447,1725.8693229906446,Sector_D,2024-06-28,Warning: High Temp,0.6350345477317529,0
SHP-0199,35.716097527207936,880.6878114303316,Sector_A,2024-02-16,Error: Pressure Drop,0.30976439291398805,0
SHP-0200,31.198273468287514,690.8403413147023,Sector_C,2024-10-06,Warning: High Temp,0.6016431260678711,0
SHP-0201,62.51921033695528,4127.585673231279,Sector_D,2024-10-24,None,0.5202004024265866,0
SHP-0202,38.21037696901023,125.05909376199611,Sector_A,2024-10-02,None,0.6252461218111547,0
SHP-0203,28.855527952006838,1614.6058481392847,Sector_D,2024-10-26,Warning: High Temp,0.16549667563022752,0
SHP-0204,58.152618799078056,1822.9210982645948,Sector_D,2024-07-29,None,0.6907128578441919,0
SHP-0205,58.11205411891875,1368.5594321715714,Sector_A,2024-03-17,None,0.2341437175832174,0
SHP-0206,50.45527018839191,1440.2537253513601,Sector_A,2024-08-30,Warning: High Temp,0.8514914061874213,1
SHP-0207,39.76391117032879,440.1347248328874,Sector_D,2024-04-30,Error: Pressure Drop,0.6069813448706175,0
SHP-0208,30.016329410179093,1708.981046807648,Sector_D,2024-06-03,None,0.2887420254731201,1
SHP-0209,22.495543482713863,938.3167708052188,Sector_C,2024-12-15,None,0.15642927910319004,0
SHP-0210,69.36323675089517,3592.5235597183623,Sector_D,2024-04-25,Error: Pressure Drop,0.09155218351240502,1
SHP-0211,52.69258054048956,160.8128578106644,Sector_A,2024-08-19,None,0.27182099140234883,0
SHP-0212,50.99179319564969,215.99278980444234,Sector_B,2024-05-30,None,0.4751736712532496,1
SHP-0213,46.61525673752295,4519.308034951948,Sector_B,2024-11-05,Error: Pressure Drop,0.4649799165895495,1
SHP-0214,58.03052814690309,51.823050301210465,Sector_C,2024-11-05,None,0.5726538420681873,1
SHP-0215,39.99038990597595,52.87369483790146,Sector_D,2024-05-05,None,0.017578909689115685,1
SHP-0216,56.23145610925965,936.9420989635531,Sector_B,2024-04-06,None,0.5667252167160499,1
SHP-0217,65.75536300897937,24.445859302078095,Sector_A,2024-04-09,Warning: High Temp,0.5931056958554689,1
SHP-0218,51.63553511940585,1924.5575718594177,Sector_C,2024-05-15,None,0.1568265151236392,1
SHP-0219,52.555616313810425,270.02285859446977,Sector_C,2024-03-16,None,0.7603965579770082,1
SHP-0220,53.278864622751826,12.96942044661007,Sector_C,2024-06-25,None,0.9883728188064594,0
SHP-0221,55.77044559039292,981.4960872488373,Sector_D,2024-08-04,Warning: High Temp,0.5805767418552348,1
SHP-0222,61.33629186487185,307.83131899990144,Sector_D,2024-01-07,Error: Pressure Drop,0.27671278072245187,1
SHP-0223,30.235475365673686,887.6624847266905,Sector_D,2024-04-13,None,0.20191685547117888,1
SHP-0224,55.78071742130805,890.8226543620709,Sector_C,2024-09-24,Warning: High Temp,0.3359051007613606,1
SHP-0225,23.775600020772938,446.4476327174359,Sector_D,2024-08-13,Error: Pressure Drop,0.024788190791731002,0
SHP-0226,56.563483841182304,762.081661850383,Sector_A,2024-09-25,Warning: High Temp,0.11329779369985271,0
SHP-0227,29.040994473601202,1200.5717227040261,Sector_D,2024-08-07,None,0.4883520695438067,1
SHP-0228,33.48316675214845,1913.1417333398456,Sector_C,2024-06-01,None,0.04154440185132302,0
SHP-0229,50.17574576215463,1850.010307165942,Sector_A,2024-11-29,None,0.33974898987859803,1
SHP-0230,36.27965097235837,783.8795848249383,Sector_B,2024-06-09,Warning: High Temp,0.5476038911390366,0
SHP-0231,39.443073172848315,1834.1823057850133,Sector_D,2024-06-19,None,0.6521005904169398,1
SHP-0232,52.08658813755054,439.5254836885017,Sector_C,2024-01-22,Warning: High Temp,0.9874077370675163,1
SHP-0233,47.43345463478496,1574.1782394507352,Sector_C,2024-04-21,None,0.2255360504520335,0
SHP-0234,33.91104841729343,198.9821581743282,Sector_A,2024-03-06,None,0.4952085135384138,0
SHP-0235,38.642430918844624,625.4784890233378,Sector_B,2024-07-04,Warning: High Temp,0.5109463930715484,1
SHP-0236,26.95542502326966,413.07677787255204,Sector_D,2024-09-08,Error: Pressure Drop,0.48680135978899697,1
SHP-0237,51.77397514712393,59.406821178534344,Sector_A,2024-03-16,Error: Pressure Drop,0.9684655798205566,0
SHP-0238,48.875460909673606,883.5279202928075,Sector_D,2024-03-20,None,0.4677179214785967,1
SHP-0239,48.59627554496194,229.82232132325205,Sector_A,2024-01-19,None,0.34025911130327613,0
SHP-0240,57.81599857353843,176.83061458038716,Sector_C,2024-02-29,Warning: High Temp,0.10663285252494337,0
SHP-0241,47.46759366805863,1202.8991424142043,Sector_A,2024-04-21,None,0.7999409205856374,0
SHP-0242,61.81696190533203,200.2037527873815,Sector_A,2024-05-05,Error: Pressure Drop,0.39633990359406257,0
SHP-0243,48.095362327786546,145.4234981006085,Sector_A,2024-05-15,Warning: High Temp,0.8465727056838005,0
SHP-0244,58.71766228600219,13.36590800928173,Sector_B,2024-01-18,None,0.49563088002301914,1
SHP-0245,30.937909884780673,2622.8439627664116,Sector_A,2024-12-13,None,0.563587172567291,1
SHP-0246,45.78846191729359,96.26323913693903,Sector_A,2024-08-17,None,0.20882596407661647,1
SHP-0247,46.05891760097237,2915.454228120034,Sector_C,2024-01-27,None,0.9690650418406054,1
SHP-0248,63.31099494275203,407.7520272061788,Sector_A,2024-09-28,Warning: High Temp,0.45067383871166133,1
SHP-0249,45.326123290739176,894.142048094807,Sector_D,2024-07-12,None,0.31252909976737053,0
SHP-0250,30.58406535433491,1844.0312474067966,Sector_B,2024-02-10,None,0.21085545402903283,0
SHP-0251,51.06173236639253,777.2352592657427,Sector_A,2024-03-21,Error: Pressure Drop,0.6222108524236842,1
SHP-0252,26.771254935328717,558.2162182024293,Sector_D,2024-02-20,None,0.988210751891785,1
SHP-0253,47.562991094155315,212.9318940999618,Sector_A,2024-04-16,None,0.9314993714744377,1
SHP-0254,48.823002795977395,589.9486428696171,Sector_C,2024-12-21,None,0.2796558892301175,1
SHP-0255,42.967397713904134,317.9676248305075,Sector_C,2024-03-07,None,0.973114388631109,0
SHP-0256,37.839929962626776,454.80988597398004,Sector_B,2024-08-05,None,0.6392878551890286,0
SHP-0257,48.30228753482064,158.76694919438984,Sector_C,2024-11-27,Warning: High Temp,0.44642475307651996,1
SHP-0258,49.71638029448081,486.2009660527873,Sector_C,2024-09-04,Warning: High Temp,0.36796335611133923,1
SHP-0259,48.64370463024265,1448.0333307444027,Sector_C,2024-12-29,None,0.9843901074564542,0
SHP-0260,51.589405095353406,352.827818081179,Sector_B,2024-10-30,Warning: High Temp,0.6390589335533366,0
SHP-0261,58.32517786199535,801.2636910012134,Sector_A,2024-07-29,Error: Pressure Drop,0.4539990879739927,1
SHP-0262,25.340098809584568,19.741599729293174,Sector_B,2024-07-29,None,0.15384472159344786,1
SHP-0263,51.965494788127145,1263.5889495975603,Sector_D,2024-08-30,Warning: High Temp,0.6186680291455972,1
SHP-0264,54.06471931088654,618.4115973656252,Sector_D,2024-07-23,Warning: High Temp,0.604319934645308,1
SHP-0265,61.533609595729075,124.74997839952134,Sector_C,2024-10-21,Error: Pressure Drop,0.2567837291936317,0
